Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Cross-reference (Pfam)
P12868	PEP5_YEAST	reviewed	E3 ubiquitin-protein ligase PEP5 (EC 2.3.2.27) (Carboxypeptidase Y-deficient protein 5) (Histone E3 ligase PEP5) (RING-type E3 ubiquitin transferase PEP5) (Vacuolar biogenesis protein END1) (Vacuolar morphogenesis protein 1) (Vacuolar protein sorting-associated protein 11) (Vacuolar protein-targeting protein 11)	PEP5 END1 VAM1 VPL9 VPS11 VPT11 YMR231W YM9959.13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1029	PF12451;
P80667	PEX13_YEAST	reviewed	Peroxisomal membrane protein PAS20 (Peroxin-13)	PEX13 PAS20 YLR191W L9470.1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	386	PF04088;PF00018;
P31378	NTH1_YEAST	reviewed	Endonuclease III homolog 1 (EC 3.2.2.-) (EC 4.2.99.18) (Bifunctional DNA N-glycosylase/DNA-(apurinic or apyrimidinic site) lyase 1) (DNA glycosylase/AP lyase 1) (Endonuclease III-like glycosylase 1) (Redoxyendonuclease 1)	NTG1 OGG2 SCR1 YAL015C FUN33	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	399	PF00633;PF00730;
P21375	OSM1_YEAST	reviewed	Fumarate reductase 2 (FRDS2) (EC 1.3.1.6) (NADH-dependent fumarate reductase) (Osmotic sensitivity protein 1) (Soluble fumarate reductase, mitochondrial isozyme)	OSM1 YJR051W J1659	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	501	PF00890;
P16862	PFKA2_YEAST	reviewed	ATP-dependent 6-phosphofructokinase subunit beta (EC 2.7.1.11) (ATP-dependent 6-phosphofructokinase) (ATP-PFK) (Phosphofructokinase 2) (Phosphohexokinase)	PFK2 YMR205C YM8325.06C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	959	PF00365;
Q02795	OSTD_YEAST	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit SWP1 (Oligosaccharyl transferase subunit SWP1) (Oligosaccharyl transferase subunit delta)	SWP1 YMR149W YM9375.19	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	286	PF05817;
P43124	NSE4_YEAST	reviewed	Non-structural maintenance of chromosome element 4 (Non-SMC element 4) (Protein QRI2)	NSE4 QRI2 YDL105W D2354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	402	PF15412;PF08743;
P53914	NAT10_YEAST	reviewed	RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase) (Killer toxin-resistance protein 33) (Ribosomal RNA cytidine acetyltransferase 1)	KRE33 NAT10 RRA1 YNL132W N1216 N1858	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1056	PF08351;PF13718;PF05127;PF13725;
P52918	MSN5_YEAST	reviewed	Protein MSN5	MSN5 YDR335W D9651.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1224	
P36052	NDUF7_YEAST	reviewed	Protein arginine methyltransferase NDUFAF7 homolog, mitochondrial (EC 2.1.1.320) (NADH dehydrogenase [ubiquinone] complex I, assembly factor 7 homolog) (Protein midA homolog)	YKL162C YKL616	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	402	PF02636;
P50084	BNS1_YEAST	reviewed	Protein BNS1	BNS1 YGR230W G8558	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	137	PF05032;
P40986	CDC1_YEAST	reviewed	Cell division control protein 1 (EC 3.1.-.-)	CDC1 DSR1 ESP2 YDR182W YD9395.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	491	PF00149;
P32562	CDC5_YEAST	reviewed	Cell cycle serine/threonine-protein kinase CDC5/MSD2 (EC 2.7.11.21)	CDC5 MSD2 PKX2 YMR001C YM8270.03C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	705	PF00069;PF00659;
Q12150	CSF1_YEAST	reviewed	Protein CSF1 (Cold sensitive for fermentation protein 1)	CSF1 YLR087C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2958	
P35206	CSG2_YEAST	reviewed	Mannosyl phosphorylinositol ceramide synthase regulatory protein CSG2	CSG2 CLS2 YBR036C YBR0404	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	410	PF16965;
P53264	CLD1_YEAST	reviewed	Cardiolipin-specific deacylase 1, mitochondrial (EC 3.5.1.-)	CLD1 YGR110W G6140	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	445	PF00561;
D6W196	CMC1_YEAST	reviewed	Truncated non-functional calcium-binding mitochondrial carrier SAL1-1 (Suppressor of AAC2 lethality)	SAL1 YNL083W N2312	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	494	PF13202;PF13499;PF00153;
Q9P305	IGO2_YEAST	reviewed	mRNA stability protein IGO2 (Initiation of G zero protein 2)	IGO2 YHR132W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	131	PF04667;
P07277	KIME_YEAST	reviewed	Mevalonate kinase (MK) (MvK) (EC 2.7.1.36) (Ergosterol biosynthesis protein 12) (Regulation of autonomous replication protein 1)	ERG12 RAR1 YMR208W YM8261.02	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	443	PF08544;PF00288;
P87286	OPI7_YEAST	reviewed	Putative uncharacterized protein OPI7	OPI7 YDR360W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	144	
Q6Q547	NOP10_YEAST	reviewed	H/ACA ribonucleoprotein complex subunit NOP10 (Nucleolar protein 10) (Nucleolar protein family A member 3) (snoRNP protein NOP10)	NOP10 YHR072W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	58	PF04135;
P21957	OPI1_YEAST	reviewed	Transcriptional repressor OPI1 (Negative regulator of phospholipid biosynthesis) (Overproducer of inositol protein 1)	OPI1 YHL020C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	404	PF08618;
Q12066	NUR1_YEAST	reviewed	Nuclear rim protein 1	NUR1 YDL089W D2416	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	484	PF10332;
P04147	PABP_YEAST	reviewed	Polyadenylate-binding protein, cytoplasmic and nuclear (PABP) (Poly(A)-binding protein) (ARS consensus-binding protein ACBP-67) (Polyadenylate tail-binding protein)	PAB1 YER165W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	577	PF00658;PF00076;
P16603	NCPR_YEAST	reviewed	NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)	NCP1 CPR1 NCPR1 PRD1 YHR042W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	691	PF00667;PF00258;PF00175;
P53159	MPS2_YEAST	reviewed	Monopolar spindle protein 2	MPS2 MMC1 YGL075C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	387	PF17060;
Q08485	NRT1_YEAST	reviewed	Nicotinamide riboside transporter 1 (Thiamine transport protein 71)	NRT1 THI71 YOR071C YOR29-22	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	598	PF02133;
P47069	MPS3_YEAST	reviewed	Spindle pole body assembly component MPS3 (98 kDa nuclear envelope protein) (Monopolar spindle protein 3)	MPS3 NEP98 YJL019W J1310 J1315 YJL018W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	682	
Q12144	PER33_YEAST	reviewed	Pore and endoplasmic reticulum protein of 33 kDa	PER33 YLR064W L2177	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	273	
P53982	IDHH_YEAST	reviewed	Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	IDP3 YNL009W N2870	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	420	PF00180;
P25573	MGR1_YEAST	reviewed	Mitochondrial inner membrane i-AAA protease supercomplex subunit MGR1 (Mitochondrial genome-required protein 1)	MGR1 YCL044C YCL314 YCL44C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	417	PF08602;
Q05580	HEL2_YEAST	reviewed	E3 ubiquitin-protein ligase HEL2 (EC 2.3.2.27) (Histone E3 ligase 2) (RING-type E3 ubiquitin transferase HEL2)	HEL2 YDR266C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	639	
Q12230	LSP1_YEAST	reviewed	Sphingolipid long chain base-responsive protein LSP1	LSP1 YPL004C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	341	PF13805;
Q12072	IOC2_YEAST	reviewed	ISWI one complex protein 2	IOC2 YLR095C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	812	
Q12746	PGA3_YEAST	reviewed	Plasma membrane-associated coenzyme Q6 reductase PGA3 (EC 1.6.2.2) (Processing of GAS1 and ALP protein 3)	PGA3 NQR1 YML125C YM4987.10C YM7056.01C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	312	PF00970;PF00175;
P25610	PAU3_YEAST	reviewed	Seripauperin-3	PAU3 YCR104W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	124	PF00660;
Q12006	PFA4_YEAST	reviewed	Palmitoyltransferase PFA4 (EC 2.3.1.225) (Protein S-acyltransferase) (PAT) (Protein fatty acyltransferase 4)	PFA4 YOL003C UNE378	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	378	PF01529;
P40968	PRP17_YEAST	reviewed	Pre-mRNA-processing factor 17 (Cell division control protein 40)	CDC40 PRP17 SLU4 XRS2 YDR364C D9481.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	455	PF00400;
P39682	PRP39_YEAST	reviewed	Pre-mRNA-processing factor 39	PRP39 YML046W YM9827.06	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	629	
Q07362	PBP4_YEAST	reviewed	Protein PBP4 (PBP1-binding protein 4)	PBP4 YDL053C D2574	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	185	
P40025	PHM8_YEAST	reviewed	Phosphate metabolism protein 8	PHM8 YER037W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	321	PF13419;
P16467	PDC5_YEAST	reviewed	Pyruvate decarboxylase isozyme 2 (EC 4.1.1.-) (EC 4.1.1.43) (EC 4.1.1.72) (EC 4.1.1.74) (Thiamine pyrophosphate-dependent 2-oxo-acid decarboxylase) (2ODC)	PDC5 YLR134W L3133 L9606.7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	563	PF02775;PF00205;PF02776;
P39552	MST28_YEAST	reviewed	Multicopy suppressor of SEC21 protein 28 (DUP240 protein MST28)	MST28 YAR033W FUN59	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	234	PF00674;
P32332	OAC1_YEAST	reviewed	Mitochondrial oxaloacetate transport protein (Mitochondrial carrier protein PMT)	OAC1 PMT PMT1 YKL120W YKL522	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	324	PF00153;
P40991	NOP2_YEAST	reviewed	25S rRNA (cytosine(2870)-C(5))-methyltransferase (EC 2.1.1.310) (Nucleolar protein 2)	NOP2 YNA1 YNL061W N2428 YNL2428W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	618	PF01189;PF17125;
Q07623	NOP6_YEAST	reviewed	Nucleolar protein 6	NOP6 YDL213C D1018	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	225	
P40897	OPT1_YEAST	reviewed	Oligopeptide transporter 1 (High affinity glutathione transporter 1)	OPT1 GSH11 HGT1 YJL212C HRD799 J0236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	799	PF03169;
P32567	PAH1_YEAST	reviewed	Phosphatidic acid phosphohydrolase 1 (PAP1) (EC 3.1.3.4) (Protein SMP2)	PAH1 PAP1 SMP2 YMR165C YM8520.14C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	862	PF04571;PF08235;
P53835	PRM1_YEAST	reviewed	Plasma membrane fusion protein PRM1 (Pheromone-regulated membrane protein 1)	PRM1 YNL279W N0605	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	661	
Q04370	PEX12_YEAST	reviewed	Peroxisome assembly protein 12 (Peroxin-12)	PEX12 YMR026C YM9711.16C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	399	PF04757;
P37304	PAM1_YEAST	reviewed	Protein PAM1	PAM1 YDR251W YD8419.18 YD9320A.01	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	830	
P40155	PEX17_YEAST	reviewed	Peroxisomal membrane protein PEX17 (Peroxin-17)	PEX17 PAS9 YNL214W N1319	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	199	
P38340	NTM1_YEAST	reviewed	Alpha N-terminal protein methyltransferase 1 (EC 2.1.1.244) (Translation associated element 1) (X-Pro-Lys N-terminal protein methyltransferase 1) (NTM1)	TAE1 NTM1 YBR261C YBR1729	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	232	PF05891;
Q03370	PEX29_YEAST	reviewed	Peroxisomal membrane protein PEX29 (Peroxin-29)	PEX29 YDR479C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	554	PF06398;
Q04364	PEX9_YEAST	reviewed	Peroxisomal targeting signal receptor 9 (PTS1 receptor 9) (PTS1R 9) (Peroxin-9)	PEX9 YMR018W YM9711.06	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	514	PF13181;
P53164	NPY1_YEAST	reviewed	NADH pyrophosphatase (EC 3.6.1.22)	NPY1 YGL067W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	384	PF00293;PF09297;
P53728	CYP8_YEAST	reviewed	Peptidyl-prolyl cis-trans isomerase CYP8 (PPIase CYP8) (EC 5.2.1.8) (Rotamase CYP8)	CPR8 YNR028W N3255	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	308	PF00160;
P53267	DAM1_YEAST	reviewed	DASH complex subunit DAM1 (DUO1 and MPS1-interacting protein 1) (Kinetochore assembly protein DAM1) (Outer kinetochore protein DAM1)	DAM1 YGR113W G6153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	343	PF08653;
P46962	CTK2_YEAST	reviewed	CTD kinase subunit beta (CTDK-I subunit beta) (CTD kinase 38 kDa subunit) (CTD kinase subunit 2)	CTK2 YJL006C J1390	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	323	PF00134;
Q08773	ISW2_YEAST	reviewed	ISWI chromatin-remodeling complex ATPase ISW2 (EC 3.6.4.-) (Imitation switch protein 2)	ISW2 YOR304W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1120	PF09110;PF00271;PF09111;PF00176;
Q04638	ITT1_YEAST	reviewed	Translation termination inhibitor protein ITT1 (EC 2.3.2.31)	ITT1 YML068W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	464	PF01485;
Q07653	HBT1_YEAST	reviewed	Protein HBT1 (HUB1 target protein 1)	HBT1 Crem YDL223C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1046	
P01149	MFAL1_YEAST	reviewed	Mating factor alpha-1 (Alpha-1 mating pheromone) [Cleaved into: Mating factor alpha]	MF(ALPHA)1 MF-ALPHA-1 MFAL1 YPL187W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	165	PF04648;PF05436;
P38284	ICS2_YEAST	reviewed	Increased copper sensitivity protein 2	ICS2 YBR157C YBR1207	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	255	
P13902	INO4_YEAST	reviewed	Protein INO4	INO4 YOL108C HRF151	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	151	
Q01939	PRS8_YEAST	reviewed	26S proteasome regulatory subunit 8 homolog (Protein CIM3) (Protein SUG1) (Tat-binding protein TBY1)	RPT6 CIM3 CRL3 SUG1 TBPY TBY1 YGL048C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	405	PF00004;PF17862;PF16450;
P18898	PGTB1_YEAST	reviewed	Geranylgeranyl transferase type-1 subunit beta (EC 2.5.1.59) (Cell division cycle protein 43) (Geranylgeranyl transferase type I subunit beta) (GGTase-I-beta) (RAS proteins geranylgeranyltransferase subunit beta) (Type I protein geranyl-geranyltransferase subunit beta) (PGGT)	CDC43 CAL1 YGL155W G1864	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	376	PF00432;
Q12080	NOP53_YEAST	reviewed	Ribosome biogenesis protein NOP53 (Nucleolar protein 53)	NOP53 YPL146C LPI2C P2610	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	455	PF07767;
Q02199	NUP49_YEAST	reviewed	Nucleoporin NUP49/NSP49 (Nuclear pore protein NUP49/NSP49)	NUP49 NSP49 YGL172W G1648	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	472	PF13634;
P33751	PAD1_YEAST	reviewed	Flavin prenyltransferase PAD1, mitochondrial (EC 2.5.1.129) (Phenylacrylic acid decarboxylase 1) (PAD)	PAD1 POF1 YDR538W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	242	PF02441;
P38351	PAF1_YEAST	reviewed	RNA polymerase II-associated protein 1 (Protein PAF1)	PAF1 YBR279W YBR2016	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	445	PF03985;
P20457	PRI2_YEAST	reviewed	DNA primase large subunit (DNA polymerase alpha:primase complex p58 subunit) (DNA polymerase-primase complex p58 subunit) (Pol alpha-primase complex p58 subunit) (DNA primase 58 kDa subunit)	PRI2 YKL045W YKL258	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	528	PF04104;
Q12255	NYV1_YEAST	reviewed	Vacuolar v-SNARE NYV1 (R-SNARE NYV1) (New v-SNARE 1) (Synaptobrevin NYV1)	NYV1 MAM2 YLR093C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	253	PF09426;PF00957;
Q04734	PALI_YEAST	reviewed	pH-response regulator protein palI/RIM9 (Regulator of IME2 protein 9)	RIM9 YMR063W YM9916.02	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	239	PF06687;
P54791	ORC4_YEAST	reviewed	Origin recognition complex subunit 4 (Origin recognition complex 56 kDa subunit)	ORC4 YPR162C P9325.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	529	PF14629;
Q12311	NTO1_YEAST	reviewed	NuA3 HAT complex component NTO1	NTO1 YPR031W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	748	PF10513;
Q12454	OCA6_YEAST	reviewed	Putative tyrosine-protein phosphatase OCA6 (EC 3.1.3.48) (Oxidant-induced cell-cycle arrest protein 6)	OCA6 YDR067C D4264	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	224	PF03162;
P38795	NADE_YEAST	reviewed	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing])	QNS1 YHR074W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	714	PF00795;PF02540;
P38855	PEX18_YEAST	reviewed	Peroxisomal membrane protein PEX18 (Peroxin-18)	PEX18 YHR160C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	283	
Q06169	PEX30_YEAST	reviewed	Peroxisomal membrane protein PEX30 (Peroxin-30)	PEX30 YLR324W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	523	PF06398;
P50091	PEX21_YEAST	reviewed	Peroxisomal membrane protein PEX21 (Peroxin-21)	PEX21 YGR239C G8593	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	288	
Q02969	PEX25_YEAST	reviewed	Peroxisomal membrane protein PEX25 (Peroxin-25)	PEX25 YPL112C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	394	PF05648;
P38848	PEX28_YEAST	reviewed	Peroxisomal membrane protein PEX28 (Peroxin-28)	PEX28 YHR150W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	579	PF06398;
Q99220	OS9_YEAST	reviewed	Protein OS-9 homolog	YOS9 YDR057W D4222	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	542	PF07915;PF17880;
P53111	ARI1_YEAST	reviewed	NADPH-dependent aldehyde reductase ARI1 (EC 1.1.1.-)	ARI1 YGL157W G1857	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	347	PF01370;
P22768	ASSY_YEAST	reviewed	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	ARG1 YOL058W O1228	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	420	PF00764;
P38013	AHP1_YEAST	reviewed	Peroxiredoxin AHP1 (Prx) (EC 1.11.1.15) (Alkyl hydroperoxide reductase) (AHPC1) (Cytoplasmic thiol peroxidase 3) (cTPx 3) (Thiol-specific antioxidant II) (TSA II) (Thioredoxin peroxidase type II) (TPx type II)	AHP1 YLR109W L2916 L9354.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	176	PF08534;
P40068	FLO8_YEAST	reviewed	Transcriptional activator FLO8 (Protein PDH5)	FLO8 PDH5 YER109C YER108C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	799	
P45976	FIP1_YEAST	reviewed	Pre-mRNA polyadenylation factor FIP1	FIP1 YJR093C J1911	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	327	PF05182;
Q12099	FAL1_YEAST	reviewed	ATP-dependent RNA helicase FAL1 (EC 3.6.4.13) (Translation initiation factor four A-like protein 1)	FAL1 YDR021W PZC399 YD9335.07	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	399	PF00270;PF00271;
P47089	DENR_YEAST	reviewed	Translation machinery-associated protein 22 (Density-regulated protein homolog)	TMA22 RBF22 YJR014W J1446 YJR83.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	198	PF01253;
P32645	ISC10_YEAST	reviewed	Meiosis-specific protein ISC10	ISC10 YER180C SYGP-ORF62	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	267	
Q04437	KU80_YEAST	reviewed	ATP-dependent DNA helicase II subunit 2 (EC 3.6.4.12) (ATP-dependent DNA helicase II subunit Ku80) (High affinity DNA-binding factor subunit 2) (Yeast Ku80)	YKU80 HDF2 YMR106C YM9718.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	629	PF02735;PF03731;
Q08979	KEL3_YEAST	reviewed	Kelch repeat-containing protein 3	KEL3 YPL263C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	651	PF13422;PF07646;
P13134	KEX2_YEAST	reviewed	Kexin (EC 3.4.21.61) (Protease KEX2) (Proteinase YSCF)	KEX2 QDS1 YNL238W N1122	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	814	PF01483;PF00082;
P40015	ISC1_YEAST	reviewed	Inositol phosphosphingolipids phospholipase C (IPS phospholipase C) (IPS-PLC) (EC 3.1.4.-) (Neutral sphingomyelinase) (N-SMase) (nSMase)	ISC1 YER019W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	477	PF03372;
Q04066	KFA_YEAST	reviewed	Kynurenine formamidase (KFA) (KFase) (EC 3.5.1.9) (Arylformamidase) (Biosynthesis of nicotinic acid protein 7) (N-formylkynurenine formamidase) (FKF)	BNA7 YDR428C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	261	PF07859;
P40480	HOS4_YEAST	reviewed	Protein HOS4	HOS4 YIL112W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1083	PF12796;
Q3E827	LSO1_YEAST	reviewed	Protein LSO1 (Late-annotated small open reading frame 1)	LSO1 YJR005C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	93	
P38873	KOG1_YEAST	reviewed	Target of rapamycin complex 1 subunit KOG1 (TORC1 subunit KOG1) (Kontroller of growth protein 1) (Local anesthetic-sensitive protein 24)	KOG1 LAS24 YHR186C H9998.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1557	PF02985;PF14538;
Q12460	NOP56_YEAST	reviewed	Nucleolar protein 56 (Ribosome biosynthesis protein SIK1) (Suppressor of I kappa b protein 1)	NOP56 SIK1 YLR197W L8167.9	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	504	PF01798;PF08156;
P39720	OAF1_YEAST	reviewed	Oleate-activated transcription factor 1	OAF1 YAF1 YAL051W FUN43	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1047	PF00172;
Q06810	OPY2_YEAST	reviewed	Protein OPY2 (Overproduction-induced pheromone-resistant protein 2)	OPY2 YPR075C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	360	PF09463;
Q05518	PAL1_YEAST	reviewed	Protein PAL1 (Pears and lemons protein 1)	PAL1 YDR348C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	499	PF08316;
P40494	PRK1_YEAST	reviewed	Actin-regulating kinase PRK1 (EC 2.7.11.1) (p53-regulating kinase 1)	PRK1 PAK1 YIL095W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	810	PF00069;
P39718	PEX22_YEAST	reviewed	Peroxisome assembly protein 22 (Peroxin-22)	PEX22 YAL055W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	180	PF12827;
P25584	PEX34_YEAST	reviewed	Peroxisomal membrane protein PEX34 (Peroxin-34)	PEX34 YCL056C YCL433 YCL56C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	144	
P32800	PEX2_YEAST	reviewed	Peroxisomal biogenesis factor 2 (Peroxin-2) (Peroxisomal protein PAS5) (Protein CRT1)	PEX2 CRT1 PAS5 YJL210W HRA271 J0240	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	271	PF04757;
P39108	PEX7_YEAST	reviewed	Peroxisomal targeting signal 2 receptor (PTS2 receptor) (Peroxin-7) (Peroxisome import protein PAS7)	PEX7 PAS7 PEB1 YDR142C YD2943.01C YD9302.18C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	375	PF00400;
